species	sample	n_seq_sample	n_seq	pct_seq	OSD_station	sample_label	OSD_station_code	Station_name	Ocean	Ocean_code	Regional_Sea	Country	Latitude	Longitude	Distance_to_the_coast	Temperature	Salinity	Nitrates	Phosphates	Chlorophylle_a	LGC_reads_total	LGC_photosynthetic_reads
Micromonas commoda clade A2	OSD118	6354	761	11.976707585772742	118	118_0.2m	OSD118	Lough Hyne	Atlantic Ocean	ATL	Celtic Sea	Ireland	51.74	-8.31	0.67	18.00	38.00	0.55	0.06	1.86	31394	12052
Micromonas commoda clade A2	OSD123	105	0	0	123	123_4m	OSD123	Shikmona	Mediterranean Sea	MED	Eastern Basin	Israel	32.82	32.95	164.24	27.00	39.40	0.16	0.07	0.07	15955	718
Micromonas commoda clade A2	OSD124	5851	180	3.076397197060331	124	124_5m	OSD124	Osaka Bay	Pacific Ocean	PAC	Japan Sea	Japan	34.32	135.12	0.37	21.15	33.19	1.19	0.21	19.62	28429	11412
Micromonas commoda clade A2	OSD125	1854	476	25.674217907227614	125	125_0m	OSD125	Cullercoats Beach	Atlantic Ocean	ATL	North Sea	UK	55.03	-1.43	0.22	16.04	26.40	0.43	0.17	6.68	21329	8894
Micromonas commoda clade A2	OSD126	265	51	19.245283018867926	126	126_1m	OSD126	Eyafjordur_1	Arctic Ocean	ARC	Greenland Sea	Iceland	66.01	-18.2	3.99	12.20	42.30	1.30	0.15	NA	30483	5470
Micromonas commoda clade A2	OSD129	126	17	13.492063492063492	129	129_10m	OSD129	Eyafjordur_4	Arctic Ocean	ARC	Greenland Sea	Iceland	65.817186	-18.101835	NA	9.9	61.5	NA	NA	NA	NA	NA
Micromonas commoda clade A2	OSD130	1432	217	15.153631284916202	130	130_1m	OSD130	Eyafjordur_5	Arctic Ocean	ARC	Greenland Sea	Iceland	66.13	-18.79	0.92	10.10	48.00	1.55	0.24	1.02	33849	6775
Micromonas commoda clade A2	OSD131	151	0	0	131	131_1m	OSD131	Zlatna ribka	Black Sea	BLA	NA	Bulgaria	42.24	27.4	20.26	NA	NA	NA	0.09	14.09	13248	2676
Micromonas commoda clade A2	OSD132	795	0	0	132	132_0.5m	OSD132	Sdot YAM	Mediterranean Sea	MED	Eastern Basin	Israel	32.07	34.84	7.64	27.30	39.35	0.20	0.05	NA	13174	3304
Micromonas commoda clade A2	OSD133	3613	6	0.16606698034874065	133	133_0m	OSD133	Robben Island	Atlantic Ocean	ATL	South Atlantic Ocean	South Africa	-33.9	18.39	1.50	15.06	35.16	3.57	0.81	3.25	27165	6952
Micromonas commoda clade A2	OSD14	740	1	0.13513513513513514	14	014_2m	OSD14	Banyuls	Mediterranean Sea	MED	Western Basin	France	42.49	3.15	0.39	20.42	37.83	0.00	0.01	0.52	25523	8386
Micromonas commoda clade A2	OSD142	496	0	0	142	142_1m	OSD142	Gray's Reef Marine Sanctuary	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.38	-80.87	26.61	27.43	35.85	0.02	0.16	3.23	6126	734
Micromonas commoda clade A2	OSD143	2167	0	0	143	143_1m	OSD143	Skidaway Institute	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.98282	-81.01667	0	30.79	26.58	0.02	0.16	NA	33922	27114
Micromonas commoda clade A2	OSD144	307	0	0	144	144_0m	OSD144	Maunalua Bay O'ahu	Pacific Ocean	PAC	North Pacific Ocean	USA	21.27	-157.72	1.14	25.80	35.00	0.01	0.08	0.07	14029	914
Micromonas commoda clade A2	OSD145	956	72	7.531380753138076	145	145_0m	OSD145	Blankenberge	Atlantic Ocean	ATL	North Sea	Belgium	51.36	3.12	3.31	17.00	NA	8.56	0.57	6.82	35678	14033
Micromonas commoda clade A2	OSD146	2612	2	0.0765696784073507	146	146_5m	OSD146	Fram Strait	Arctic Ocean	ARC	Greenland Sea	Germany	78.45	-2.83	306.87	-1.61	33.78	1.50	0.26	NA	13698	6054
Micromonas commoda clade A2	OSD147	3707	0	0	147	147_0m	OSD147	Rajarata	Indian Ocean	IND	Bay of Bengal	Sri Lanka	8.52	81.05	7.96	28.80	33.00	0.00	0.27	0.23	32618	9636
Micromonas commoda clade A2	OSD148	592	26	4.391891891891892	148	148_0m	OSD148	Wadden Sea	Atlantic Ocean	ATL	North Sea	Germany	53.58	8.15	1.54	17.77	31.14	1.27	0.09	10.1	14684	6982
Micromonas commoda clade A2	OSD149	4433	0	0	149	149_0m	OSD149	Laguna Rocha Norte	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.616	-54.266	22.95	10.98	14.30	9.00	0.39	52.78	30791	17462
Micromonas commoda clade A2	OSD150	6625	0	0	150	150_0m	OSD150	Laguna Rocha Sur	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.666	-54.28	0.57	9.99	18.00	9.00	0.39	75	33739	19853
Micromonas commoda clade A2	OSD152_1m_depth	171	60	35.08771929824561	152	152_1m	OSD152	Compass Buoy Station	Atlantic Ocean	ATL	Bedford Basin	Canada	44.69	-63.64	0.90	12.80	28.90	0.05	0.36	NA	21563	1725
Micromonas commoda clade A2	OSD153	821	40	4.872107186358099	153	153_0m	OSD153	Faro Island	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37	-7.97	0.51	21.10	34.40	0.33	NA	1.04	18526	5804
Micromonas commoda clade A2	OSD154	3752	0	0	154	154_1m	OSD154	Arcachon-SOMLIT	Atlantic Ocean	ATL	Bay of Biscay	France	44.67	-1.17	0.07	20.70	32.40	0.33	0.01	NA	25829	10419
Micromonas commoda clade A2	OSD158	316	50	15.822784810126583	158	158_0m	OSD158	Sao Miguel Azores II	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	37.43	-25.19	33.87	19.20	35.70	NA	NA	0.11	10757	2181
Micromonas commoda clade A2	OSD159	302	26	8.609271523178808	159	159_2m	OSD159	Brest-SOMLIT	Atlantic Ocean	ATL	North Atlantic Ocean	France	48.36	-4.55	0.43	16.00	34.78	1.10	0.11	NA	13901	4575
Micromonas commoda clade A2	OSD162	788	203	25.761421319796955	162	162_1m	OSD162	Stonehaven	Atlantic Ocean	ATL	North Sea	UK	56.96	-2.1	5.96	12.20	34.32	0.34	0.38	2.38	21074	10325
Micromonas commoda clade A2	OSD163	2625	129	4.914285714285714	163	163_2m	OSD163	Scapa	Atlantic Ocean	ATL	North Sea	UK	58.96	-2.97	0.25	11.70	34.45	0.77	0.26	NA	14448	9439
Micromonas commoda clade A2	OSD164	227	8	3.524229074889868	164	164_2m	OSD164	Scalloway	Atlantic Ocean	ATL	North Sea	UK	60.14	-1.28	0.21	12.20	35.14	6.44	0.34	NA	5567	1322
Micromonas commoda clade A2	OSD165	208	40	19.230769230769234	165	165_2m	OSD165	Loch Ewe	Atlantic Ocean	ATL	West Coast of Scotland	UK	57.85	-5.65	1.80	14.30	32.45	5.01	0.15	4.82	10815	2620
Micromonas commoda clade A2	OSD166	5246	655	12.48570339306138	166	166_0.5m	OSD166	Armintza	Atlantic Ocean	ATL	North Atlantic Ocean	Spain	43.43	-2.9	0.78	17.88	35.05	0.12	0.12	0.28	18000	7201
Micromonas commoda clade A2	OSD17	179	10	5.58659217877095	17	017_3m	OSD17	VLIZ	Atlantic Ocean	ATL	North Sea	Belgium	51.43	2.81	21.37	16.68	34.03	8.56	0.57	9.72	22082	7880
Micromonas commoda clade A2	OSD170	3098	274	8.844415752098127	170	170_3m	OSD170	Belgium - 130	Atlantic Ocean	ATL	North Sea	Belgium	51.27	2.9	2.80	18.62	32.26	8.56	0.57	8.52	47655	18311
Micromonas commoda clade A2	OSD171	519	26	5.009633911368015	171	171_3m	OSD171	Belgium - 230	Atlantic Ocean	ATL	North Sea	Belgium	51.31	2.85	8.24	18.26	32.81	8.56	0.57	9.72	27561	11771
Micromonas commoda clade A2	OSD173	796	55	6.909547738693467	173	173_3m	OSD173	Belgium - 710	Atlantic Ocean	ATL	North Sea	Belgium	51.44	3.14	10.89	18.18	33.13	8.56	0.57	8.7	36364	13322
Micromonas commoda clade A2	OSD174	131	4	3.0534351145038165	174	174_3m	OSD174	Belgium - 780	Atlantic Ocean	ATL	North Sea	Belgium	51.47	3.06	15.64	17.94	33.37	8.56	0.57	11.88	44766	9711
Micromonas commoda clade A2	OSD175	255	22	8.627450980392156	175	175_3m	OSD175	ZG02	Atlantic Ocean	ATL	North Sea	Belgium	51.33	2.5	23.38	17.22	34.29	8.56	0.57	8.81	25131	3596
Micromonas commoda clade A2	OSD176	179	6	3.35195530726257	176	176_3m	OSD176	Belgium - 215	Atlantic Ocean	ATL	North Sea	Belgium	51.28	2.61	13.74	18.12	33.37	8.56	0.57	15.49	34978	5388
Micromonas commoda clade A2	OSD177	192	4	2.083333333333333	177	177_3m	OSD177	Belgium - 120	Atlantic Ocean	ATL	North Sea	Belgium	51.19	2.7	2.01	18.74	32.58	8.56	0.57	9.09	40463	3454
Micromonas commoda clade A2	OSD178	432	62	14.351851851851851	178	178_3m	OSD178	Belgium - 435	Atlantic Ocean	ATL	North Sea	Belgium	51.58	2.79	35.40	16.76	34.50	8.56	0.57	5.48	51421	9379
Micromonas commoda clade A2	OSD182	1009	126	12.487611496531219	182	182_3m	OSD182	W08	Atlantic Ocean	ATL	North Sea	Belgium	51.46	2.35	40.46	15.71	35.00	8.56	0.57	2.33	25922	4507
Micromonas commoda clade A2	OSD183	8961	549	6.126548376297288	183	183_3m	OSD183	W09	Atlantic Ocean	ATL	North Sea	Belgium	51.75	2.7	54.07	15.80	35.01	8.56	0.57	1.32	39849	12218
Micromonas commoda clade A2	OSD184	1632	276	16.911764705882355	184	184_3m	OSD184	W10	Atlantic Ocean	ATL	North Sea	Belgium	51.68	2.42	58.14	15.83	35.03	8.56	0.57	1.54	37131	6084
Micromonas commoda clade A2	OSD185	2099	307	14.626012386850881	185	185_3m	OSD185	Belgium - 421	Atlantic Ocean	ATL	North Sea	Belgium	51.48	2.45	38.33	16.11	34.90	8.56	0.57	3.56	49290	11886
Micromonas commoda clade A2	OSD2	2606	440	16.88411358403684	2	002_0m	OSD2	Roscoff - SOMLIT	Atlantic Ocean	ATL	English Channel	France	48.78	-3.94	5.62	14.38	35.13	1.10	0.11	5.19	30774	9631
Micromonas commoda clade A2	OSD22	120	0	0	22	022_1m	OSD22	Marseille Solemio SOMLIT	Mediterranean Sea	MED	Gulf of Lion	France	43.23	5.75	7.64	22.00	38.09	0.12	0.26	0.59	39017	4816
Micromonas commoda clade A2	OSD25	120	0	0	25	025_0m	OSD25	Saidia Rocher	Mediterranean Sea	MED	Alboran Sea	Morocco	35.09	-2.21	0.57	23.10	30.00	0.10	0.00	0.31	17902	368
Micromonas commoda clade A2	OSD26	1205	70	5.809128630705394	26	026_0m	OSD26	Tangier	Atlantic Ocean	ATL	Strait of Gibraltar	Morocco	35.82	-5.75	0.88	28.00	34.19	0.10	0.04	1.18	18976	8509
Micromonas commoda clade A2	OSD29	917	0	0	29	029_0.2m	OSD29	Florida	Atlantic Ocean	ATL	North Atlantic Ocean	USA	27.47	-80.28	0.30	26.90	35.70	2.00	0.05	1.17	17630	2935
Micromonas commoda clade A2	OSD3	1129	197	17.44906997342781	3	003_0m	OSD3	Helgoland	Atlantic Ocean	ATL	North Sea	Germany	54.18	7.9	0.15	14.00	32.59	11.68	0.19	6.97	29094	14537
Micromonas commoda clade A2	OSD30	1097	298	27.164995442114858	30	030_2m	OSD30	Tvarminne	Atlantic Ocean	ATL	Gulf of Finland	Finland	59.88	23.25	1.96	10.50	5.63	0.09	0.08	34.33	36294	2948
Micromonas commoda clade A2	OSD35	2637	0	0	35	035_1m	OSD35	Cheasapeake Bay	Atlantic Ocean	ATL	Chesapeake Bay	USA	38.68	-76.17	0.86	26.32	8.97	0.18	0.16	35.67	28156	9889
Micromonas commoda clade A2	OSD36	1282	0	0	36	036_0.5m	OSD36	Delaware	Atlantic Ocean	ATL	Chesapeake Bay	USA	39.33	-75.47	0.39	23.55	7.42	0.09	0.18	11.23	23078	14733
Micromonas commoda clade A2	OSD37	1752	0	0	37	037_1m	OSD37	Port Everglades	Atlantic Ocean	ATL	North Atlantic Ocean	USA	26.1	-80.09	1.72	27.70	33.82	NA	0.05	0.14	33922	21490
Micromonas commoda clade A2	OSD38	256	0	0	38	038_0m	OSD38	Long Key	Atlantic Ocean	ATL	North Atlantic Ocean	USA	24.74	-80.78	7.32	29.60	36.25	NA	0.08	4.53	21069	2461
Micromonas commoda clade A2	OSD39	5554	0	0	39	039_0.1m	OSD39	Charleston Harbor	Atlantic Ocean	ATL	North Atlantic Ocean	USA	32.75	-79.9	0.38	31.30	24.30	0.08	0.12	9.31	10629	9231
Micromonas commoda clade A2	OSD43	839	92	10.96543504171633	43	043_0m	OSD43	SIO Pier	Pacific Ocean	PAC	North Pacific Ocean	USA	32.87	-117.26	0.00	20.04	33.54	0.10	0.33	0.97	15928	3371
Micromonas commoda clade A2	OSD47	3984	1	0.0251004016064257	47	047_0m	OSD47	Venice Lagoon	Mediterranean Sea	MED	Adriatic Sea	Italy	45.5	12.42	0.42	25.30	27.42	1.78	0.03	4.83	32681	26538
Micromonas commoda clade A2	OSD50	177	13	7.344632768361582	50	050_0m	OSD50	Pasaia	Atlantic Ocean	ATL	Bay of Biscay	Spain	43.33	-1.93	0.51	20.00	34.30	0.12	0.26	0.51	18701	9050
Micromonas commoda clade A2	OSD51	2812	0	0	51	051_2m	OSD51	Bocas del Toro	Atlantic Ocean	ATL	Caribbean Sea	USA	9.35	-82.27	0.85	29.10	34.60	1.35	0.53	2.62	16427	4740
Micromonas commoda clade A2	OSD54	1559	418	26.8120590121873	54	054_1m	OSD54	Maine Booth Bay	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.84	-69.64	0.10	11.90	31.00	NA	0.02	NA	27803	15397
Micromonas commoda clade A2	OSD55	1307	143	10.941086457536343	55	055_1m	OSD55	Maine Damariscotta River	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.86	-69.58	0.16	12.50	32.00	1.00	NA	36.4	24687	14876
Micromonas commoda clade A2	OSD56	5190	0	0	56	056_0m	OSD56	Hawaii Kakaako	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-156.86	13.41	26.06	35.00	0.01	0.08	0.09	23061	13937
Micromonas commoda clade A2	OSD57	6384	0	0	57	057_0m	OSD57	Hawaii Oahu	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-157.84	0.57	27.58	34.00	0.01	0.08	0.08	24495	10382
Micromonas commoda clade A2	OSD58	2592	0	0	58	058_1m	OSD58	PICO	Atlantic Ocean	ATL	North Atlantic Ocean	USA	34.72	-76.67	1.37	25.80	35.80	NA	0.05	2.73	39793	23151
Micromonas commoda clade A2	OSD60	1852	0	0	60	060_0.1m	OSD60	South Carolina 2 - North Inlet	Atlantic Ocean	ATL	North Atlantic Ocean	USA	33.32	-79.17	0.28	27.77	35.13	0.10	0.35	9.14	30716	16156
Micromonas commoda clade A2	OSD61	6190	322	5.201938610662358	61	061_0.5m	OSD61	Vineyard Sound	Atlantic Ocean	ATL	Buzzards Bay	USA	41.52	-70.67	0.20	19.20	30.70	1.02	0.41	7.52	22621	9409
Micromonas commoda clade A2	OSD62	465	187	40.215053763440864	62	062_0.2m	OSD62	Manai Straits	Atlantic Ocean	ATL	Irish Sea	UK	53.23	-4.16	0.03	16.00	34.00	4.82	0.45	NA	27570	6101
Micromonas commoda clade A2	OSD64	1507	3	0.19907100199071004	64	064_1m	OSD64	Odessa	Black Sea	BLA	NA	Ukraine	46.44	30.78	1.11	20.30	17.63	0.73	0.45	4.85	41020	7514
Micromonas commoda clade A2	OSD65	5573	775	13.9063341108918	65	065_0.1m	OSD65	Leigh Marine Laboratory	Pacific Ocean	PAC	Hauraki Gulf	New Zealand	-36.29	174.82	0.10	16.00	34.00	0.20	0.15	0.82	21887	10958
Micromonas commoda clade A2	OSD69	1278	0	0	69	069_0m	OSD69	Marghera	Mediterranean Sea	MED	Adriatic Sea	Italy	45.46	12.26	0.53	25.70	29.41	1.78	0.03	9.14	33493	23153
Micromonas commoda clade A2	OSD70	2728	0	0	70	070_0m	OSD70	Lido	Mediterranean Sea	MED	Adriatic Sea	Italy	45.41	12.44	0.59	23.40	31.67	1.78	0.03	11.14	33896	11061
Micromonas commoda clade A2	OSD71	7662	1145	14.943878882798225	71	071_0m	OSD71	Otago	Pacific Ocean	PAC	South Pacific Ocean	New Zealand	-45.74	170.77	4.06	10.99	35.20	NA	1.55	NA	38536	15003
Micromonas commoda clade A2	OSD73	571	51	8.93169877408056	73	073_1m	OSD73	Lima Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.68	-8.83	0.58	18.40	32.30	0.71	0.07	2.39	17020	2248
Micromonas commoda clade A2	OSD74	102	7	6.862745098039216	74	074_1m	OSD74	Douro Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.14	-8.67	0.70	20.20	13.75	0.71	0.07	1.18	39858	25158
Micromonas commoda clade A2	OSD8	156	13	8.333333333333332	8	008_0m	OSD8	BATS	Atlantic Ocean	ATL	North Atlantic Ocean	Bermuda	32.16	-64.5	22.19	NA	NA	NA	NA	NA	13129	909
Micromonas commoda clade A2	OSD80_2m_depth	4987	0	0	80	080_2m	OSD80	Young Sound	Arctic Ocean	ARC	Greenland Sea	Greenland	74.31	-20.3	3.26	-0.10	5.00	0.03	0.22	NA	41011	13324
Micromonas commoda clade A2	OSD81	837	5	0.5973715651135006	81	081_0m	OSD81	Ria Formosa Lagoon	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37.01	-7.97	0.08	22.20	34.30	0.40	0.09	1.04	14154	10662
Micromonas commoda clade A2	OSD92	11606	455	3.9203860072376355	92	092_2m	OSD92	Casablanca	Atlantic Ocean	ATL	North Atlantic Ocean	Morocco	33.58	-7.7	0.05	24.00	30.75	0.20	0.12	21.13	29465	21589
Micromonas commoda clade A2	OSD94	155	19	12.258064516129032	94	094_0m	OSD94	Saidia Marina	Mediterranean Sea	MED	Alboran Sea	Morocco	35.09	-2.21	0.57	23.60	31.00	0.10	0.00	0.31	14558	3314
Micromonas commoda clade A2	OSD95	1960	0	0	95	095_0m	OSD95	Singapore Indigo_V	Pacific Ocean	PAC	Singapore Strait	Singapore	1.27	103.92	4.95	31.00	31.03	0.90	0.16	NA	47718	11320
Micromonas commoda clade A2	OSD98	1066	21	1.9699812382739212	98	098_0.5m	OSD98	Sao Jorge Azores	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	38.64	-28.13	0.86	18.70	35.60	0.20	0.03	0.18	26906	3136
Micromonas polaris	OSD1	1373	0	0	1	001_0m	OSD1	Plymouth - L4	Atlantic Ocean	ATL	English Channel	UK	50.15	-4.13	16.79	16.66	35.22	0.13	0.16	0.84	27254	2450
Micromonas polaris	OSD101	5454	0	0	101	101_0m	OSD101	Quinta do Lorde	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.74	-16.71	0.47	20.50	37.00	NA	NA	0.17	14734	8185
Micromonas polaris	OSD102	9598	0	0	102	102_0m	OSD102	Marina do Funchal	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.65	-16.91	0.40	20.80	36.00	NA	NA	0.12	43408	18687
Micromonas polaris	OSD103	8605	0	0	103	103_0m	OSD103	Porto da Cruz	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.77	-16.83	1.69	20.20	37.00	NA	NA	0.17	21988	10163
Micromonas polaris	OSD105	442	322	72.85067873303167	105	105_4.12m	OSD105	Cambridge Bay, Nunavut	Arctic Ocean	ARC	Coronation Gulf	USA	69.02	-105.34	3.74	-0.72	26.91	2.10	0.19	NA	12327	861
Micromonas polaris	OSD106_sea_water_bottom	431	0	0	106	106_15m	OSD106	REYKIS	Atlantic Ocean	ATL	Ísafjarðardjúp	Iceland	65.94	-22.42	1.62	7.50	29.20	1.53	0.21	NA	15861	5879
Micromonas polaris	OSD106_surface	235	0	0	106	106_0m	OSD106	REYKIS	Atlantic Ocean	ATL	Ísafjarðardjúp	Iceland	65.94	-22.42	1.62	7.50	29.20	1.53	0.21	NA	15861	5879
Micromonas polaris	OSD111	17481	0	0	111	111_0m	OSD111	Ria de Aveiro_1	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	40.66	-8.7	0.65	25.20	30.00	0.10	0.24	0.17	42178	37249
Micromonas polaris	OSD113	570	0	0	113	113_39m	OSD113	CascaisWatch	North Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	38.6667	-9.4367	NA	18	35.270000000000003	NA	NA	NA	NA	NA
Micromonas polaris	OSD115	261	0	0	115	115_0m	OSD115	Santa Cruz	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	39.13	-9.38	0.10	20.30	40.00	0.52	0.05	0.7	8824	2707
Micromonas polaris	OSD117	2852	0	0	117	117_0m	OSD117	Tavira Beach	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37.17	-7.5	0.75	23.64	37.93	0.40	0.09	3.37	29026	6934
Micromonas polaris	OSD118	6354	0	0	118	118_0.2m	OSD118	Lough Hyne	Atlantic Ocean	ATL	Celtic Sea	Ireland	51.74	-8.31	0.67	18.00	38.00	0.55	0.06	1.86	31394	12052
Micromonas polaris	OSD123	105	0	0	123	123_4m	OSD123	Shikmona	Mediterranean Sea	MED	Eastern Basin	Israel	32.82	32.95	164.24	27.00	39.40	0.16	0.07	0.07	15955	718
Micromonas polaris	OSD124	5851	0	0	124	124_5m	OSD124	Osaka Bay	Pacific Ocean	PAC	Japan Sea	Japan	34.32	135.12	0.37	21.15	33.19	1.19	0.21	19.62	28429	11412
Micromonas polaris	OSD125	1854	0	0	125	125_0m	OSD125	Cullercoats Beach	Atlantic Ocean	ATL	North Sea	UK	55.03	-1.43	0.22	16.04	26.40	0.43	0.17	6.68	21329	8894
Micromonas polaris	OSD126	265	0	0	126	126_1m	OSD126	Eyafjordur_1	Arctic Ocean	ARC	Greenland Sea	Iceland	66.01	-18.2	3.99	12.20	42.30	1.30	0.15	NA	30483	5470
Micromonas polaris	OSD129	126	0	0	129	129_10m	OSD129	Eyafjordur_4	Arctic Ocean	ARC	Greenland Sea	Iceland	65.817186	-18.101835	NA	9.9	61.5	NA	NA	NA	NA	NA
Micromonas polaris	OSD130	1432	0	0	130	130_1m	OSD130	Eyafjordur_5	Arctic Ocean	ARC	Greenland Sea	Iceland	66.13	-18.79	0.92	10.10	48.00	1.55	0.24	1.02	33849	6775
Micromonas polaris	OSD131	151	0	0	131	131_1m	OSD131	Zlatna ribka	Black Sea	BLA	NA	Bulgaria	42.24	27.4	20.26	NA	NA	NA	0.09	14.09	13248	2676
Micromonas polaris	OSD132	795	0	0	132	132_0.5m	OSD132	Sdot YAM	Mediterranean Sea	MED	Eastern Basin	Israel	32.07	34.84	7.64	27.30	39.35	0.20	0.05	NA	13174	3304
Micromonas polaris	OSD133	3613	0	0	133	133_0m	OSD133	Robben Island	Atlantic Ocean	ATL	South Atlantic Ocean	South Africa	-33.9	18.39	1.50	15.06	35.16	3.57	0.81	3.25	27165	6952
Micromonas polaris	OSD14	740	0	0	14	014_2m	OSD14	Banyuls	Mediterranean Sea	MED	Western Basin	France	42.49	3.15	0.39	20.42	37.83	0.00	0.01	0.52	25523	8386
Micromonas polaris	OSD142	496	0	0	142	142_1m	OSD142	Gray's Reef Marine Sanctuary	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.38	-80.87	26.61	27.43	35.85	0.02	0.16	3.23	6126	734
Micromonas polaris	OSD143	2167	0	0	143	143_1m	OSD143	Skidaway Institute	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.98282	-81.01667	0	30.79	26.58	0.02	0.16	NA	33922	27114
Micromonas polaris	OSD144	307	0	0	144	144_0m	OSD144	Maunalua Bay O'ahu	Pacific Ocean	PAC	North Pacific Ocean	USA	21.27	-157.72	1.14	25.80	35.00	0.01	0.08	0.07	14029	914
Micromonas polaris	OSD145	956	0	0	145	145_0m	OSD145	Blankenberge	Atlantic Ocean	ATL	North Sea	Belgium	51.36	3.12	3.31	17.00	NA	8.56	0.57	6.82	35678	14033
Micromonas polaris	OSD146	2612	1722	65.92649310872895	146	146_5m	OSD146	Fram Strait	Arctic Ocean	ARC	Greenland Sea	Germany	78.45	-2.83	306.87	-1.61	33.78	1.50	0.26	NA	13698	6054
Micromonas polaris	OSD147	3707	0	0	147	147_0m	OSD147	Rajarata	Indian Ocean	IND	Bay of Bengal	Sri Lanka	8.52	81.05	7.96	28.80	33.00	0.00	0.27	0.23	32618	9636
Micromonas polaris	OSD148	592	0	0	148	148_0m	OSD148	Wadden Sea	Atlantic Ocean	ATL	North Sea	Germany	53.58	8.15	1.54	17.77	31.14	1.27	0.09	10.1	14684	6982
Micromonas polaris	OSD149	4433	0	0	149	149_0m	OSD149	Laguna Rocha Norte	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.616	-54.266	22.95	10.98	14.30	9.00	0.39	52.78	30791	17462
Micromonas polaris	OSD150	6625	0	0	150	150_0m	OSD150	Laguna Rocha Sur	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.666	-54.28	0.57	9.99	18.00	9.00	0.39	75	33739	19853
Micromonas polaris	OSD152_1m_depth	171	0	0	152	152_1m	OSD152	Compass Buoy Station	Atlantic Ocean	ATL	Bedford Basin	Canada	44.69	-63.64	0.90	12.80	28.90	0.05	0.36	NA	21563	1725
Micromonas polaris	OSD153	821	0	0	153	153_0m	OSD153	Faro Island	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37	-7.97	0.51	21.10	34.40	0.33	NA	1.04	18526	5804
Micromonas polaris	OSD154	3752	0	0	154	154_1m	OSD154	Arcachon-SOMLIT	Atlantic Ocean	ATL	Bay of Biscay	France	44.67	-1.17	0.07	20.70	32.40	0.33	0.01	NA	25829	10419
Micromonas polaris	OSD158	316	0	0	158	158_0m	OSD158	Sao Miguel Azores II	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	37.43	-25.19	33.87	19.20	35.70	NA	NA	0.11	10757	2181
Micromonas polaris	OSD159	302	0	0	159	159_2m	OSD159	Brest-SOMLIT	Atlantic Ocean	ATL	North Atlantic Ocean	France	48.36	-4.55	0.43	16.00	34.78	1.10	0.11	NA	13901	4575
Micromonas polaris	OSD162	788	0	0	162	162_1m	OSD162	Stonehaven	Atlantic Ocean	ATL	North Sea	UK	56.96	-2.1	5.96	12.20	34.32	0.34	0.38	2.38	21074	10325
Micromonas polaris	OSD163	2625	0	0	163	163_2m	OSD163	Scapa	Atlantic Ocean	ATL	North Sea	UK	58.96	-2.97	0.25	11.70	34.45	0.77	0.26	NA	14448	9439
Micromonas polaris	OSD164	227	0	0	164	164_2m	OSD164	Scalloway	Atlantic Ocean	ATL	North Sea	UK	60.14	-1.28	0.21	12.20	35.14	6.44	0.34	NA	5567	1322
Micromonas polaris	OSD165	208	0	0	165	165_2m	OSD165	Loch Ewe	Atlantic Ocean	ATL	West Coast of Scotland	UK	57.85	-5.65	1.80	14.30	32.45	5.01	0.15	4.82	10815	2620
Micromonas polaris	OSD166	5246	0	0	166	166_0.5m	OSD166	Armintza	Atlantic Ocean	ATL	North Atlantic Ocean	Spain	43.43	-2.9	0.78	17.88	35.05	0.12	0.12	0.28	18000	7201
Micromonas polaris	OSD17	179	0	0	17	017_3m	OSD17	VLIZ	Atlantic Ocean	ATL	North Sea	Belgium	51.43	2.81	21.37	16.68	34.03	8.56	0.57	9.72	22082	7880
Micromonas polaris	OSD170	3098	0	0	170	170_3m	OSD170	Belgium - 130	Atlantic Ocean	ATL	North Sea	Belgium	51.27	2.9	2.80	18.62	32.26	8.56	0.57	8.52	47655	18311
